Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	SRR9161485	SRR9161486	SRR9161487	SRR9161488	SRR9161489	SRR9161490	SRR9161491	SRR9161492	SRR9161493	SRR9161494	SRR9161495	SRR9161496	SRR9161497	SRR9161498	SRR9161499	SRR9161500	SRR9161501	SRR9161502	SRR9161503	SRR9161504	SRR9161505	SRR9161506	SRR9161507	SRR9161508	SRR9161509	SRR9161510	SRR9161511	SRR9161512	SRR9161513	SRR9161514	SRR9161515	SRR9161516	SRR9161517	SRR9161518	SRR9161519	SRR9161520	SRR9161521	SRR9161522	SRR9161523	SRR9161524	SRR9161525	SRR9161526	SRR9161527	SRR9161528	SRR9161529	SRR9161530	SRR9161531	SRR9161532	SRR9161533	SRR9161534	SRR9161535	SRR9161536	SRR9161537	SRR9161538	SRR9161539	SRR9161540	SRR9161541	SRR9161542	SRR9161543	SRR9161544	SRR9161545	SRR9161546	SRR9161547	SRR9161548	SRR9161549	SRR9161550	SRR9161551	SRR9161552	SRR9161553	SRR9161554	SRR9161555	SRR9161556	SRR9161557	SRR9161558	SRR9161559	SRR9161560	SRR9161561	SRR9161562	SRR9161563	SRR9161564	SRR9161565	SRR9161566	SRR9161567	SRR9161568	SRR9161569	SRR9161570	SRR9161571	SRR9161572	SRR9161573	SRR9161574	SRR9161575	SRR9161576	SRR9161577	SRR9161578	SRR9161579	SRR9161580	SRR9161581	SRR9161582	SRR9161583	SRR9161584	SRR9161585	SRR9161586	SRR9161587	SRR9161588	SRR9161589	SRR9161590	SRR9161591	SRR9161592	SRR9161593	SRR9161594	SRR9161595	SRR9161596	SRR9161597	SRR9161598	SRR9161599	SRR9161600	SRR9161601	SRR9161602	SRR9161603	SRR9161604	SRR9161605	SRR9161606	SRR9161607	SRR9161608	SRR9161609	SRR9161610	SRR9161611	SRR9161612	SRR9161613	SRR9161614	SRR9162899	SRR9162900	SRR9162901	SRR9162902	SRR9162903	SRR9162904	SRR9162905	SRR9162906	SRR9162907	SRR9162908
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00041|genus_vGENUS-21569|species_vOTU-055755	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000251|genus_4026141|species_4026142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47216082349513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-04555|species_vOTU-084231	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4002516|species_4026179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323184552633639	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-02840|species_vOTU-040684	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4006868|species_4026215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109154634777741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-21573|species_vOTU-079612	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4011914|species_4026232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78795633707431e-05	0	0	0	0	0	0	0.00013215839906577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03121827927476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Crassvirales|family_vFAM-00050|genus_vGENUS-01282|species_vOTU-002556	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|order_4000012|family_4000382|genus_4025863|species_4026261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655829997203275	4.54627827371292e-05	0.00159759430654659	0.00503721624223345	0.000487067038383646	7.47193246224382e-05	0	0	0.00198856343322855	0	0	0	0	0	0	0.000156969748227625	0	0	0.00163711163621342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00035|genus_vGENUS-03208|species_vOTU-006386	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000297|genus_4021824|species_4026356	0	0	0	0	0	6.80818856302553e-05	0	0	0	0	0	0	0	0	0	0	6.91342455414943e-05	0	0.000299432549294694	0	0.00165239604312459	0	7.11354575311537e-05	0	7.48595507325847e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00519051860772e-05	7.77909899156518e-05	0	0	0	5.04486560845163e-05	0	0	0.000240368474244831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118491170717338	0	0.00153354176643429	0	0.000279200639075789	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00027|genus_vGENUS-00470|species_vOTU-006385	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000230|genus_4000377|species_4026357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108927832686203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00035|genus_vGENUS-21701|species_vOTU-006384	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000297|genus_4026358|species_4026359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177439225973754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.41912475649252e-05	0	0	0	0.000760219243038414	0	0	3.79308817945238e-05	0.000286972057931517	1.03218120287251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166249077582293	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-21706|species_vOTU-075615	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4019676|species_4026424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60044020430021e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299408697409787
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00025|genus_vGENUS-02120|species_vOTU-007033	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000510|genus_4026481|species_4026482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161629105904037	0	0	0.000168460724296487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15775235947971e-05	0.000130064553360924	0	0	0	6.19878013509967e-05	0.000566137420995168	0.00208030838638389	0	0	0	0	0.000655649889612297	0.000227493168109818	0	0.000543446230838339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121061723447713	0.0017695716522108	0.000183210049217494	0	0	0.00263426165841784	0	7.52413771105681e-05	0	0.00130466289942988	0.00890133851008439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528279595037687	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00002|genus_vGENUS-02690|species_vOTU-047650	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000164|genus_4026530|species_4026531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119744002250173	0.0127032725184636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0761613775923916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Loebvirae|phylum_Hofneiviricota|class_Faserviricetes|order_Tubulavirales|family_vFAM-00072|genus_vGENUS-03455|species_vOTU-073833	root_1|superkingdom_10239|kingdom_4000016|phylum_4000017|class_4000018|order_4000019|family_4000401|genus_4026574|species_4026575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.72827845534192e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Crassvirales|family_vFAM-00033|genus_vGENUS-03163|species_vOTU-000568	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|order_4000012|family_4000369|genus_4003835|species_4026596	0	0	0	0	0	0	0.00115532733483451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-00123|species_vOTU-000560	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4001942|species_4026603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160019601776076	0	0	0	0	0	0	0.00419034593889251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121100212337536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00002|genus_vGENUS-00026|species_vOTU-057865	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000164|genus_4006464|species_4026651	0	0	0	0	1.32101760344044e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-03534|species_vOTU-169430	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4013145|species_4026664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110257476549309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|genus_vGENUS-05252|species_vOTU-017557	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|genus_4014559|species_4026793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62860137076302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00023|genus_vGENUS-00511|species_vOTU-011783	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000621|genus_4008715|species_4026868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000347725594778963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122684420047047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107182402372098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141529981256162	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-21757|species_vOTU-011780	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4013068|species_4026871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9462560800705e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|species_vOTU-016201	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|species_4026910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254271419395806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-21220|species_vOTU-015571	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4024819|species_4027026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269869896158711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138848666942155	0	0	0	0	0	0	0	0	4.1995062896629e-05	0	2.91455797089219e-05	0.000137446454319162	0.00165120453854217	0.000120259601617311	0.000178543711749302	0.0001111844171258	4.93954611995438e-05	0.000302248649888431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|species_vOTU-015574	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|species_4027029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13616344584633e-05	0.000322634595358754	0.00189980323841246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239096165003779	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|species_vOTU-015576	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|species_4027032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160397592283524	0	0.000285244040366588	0	0	7.3973908534611e-05	0	0.000206293491884607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Crassvirales|family_vFAM-00033|genus_vGENUS-00038|species_vOTU-000212	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|order_4000012|family_4000369|genus_4001940|species_4027036	0	0	0	0	0	0.249929921020625	6.23213702179548e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448959074193535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|species_vOTU-021084	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|species_4027079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25450339127061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|species_vOTU-136512	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|species_4027132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99852411314999e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00048|genus_vGENUS-06303|species_vOTU-003195	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000187|genus_4027151|species_4027152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000511650266494947	0	0.000272008496793799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453544783852398	0	0	7.41419420466527e-05	0	0	0	0	0	0	0	0.000151086422227196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321240673714122	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00106|genus_vGENUS-01856|species_vOTU-003199	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4001921|genus_4014222|species_4027164	0.000230852775650902	0.00262575384923893	0.00950526524987664	0.00634078661059986	0	0	0.000992512343844597	0.000135160217660119	0.00517634623717421	0	1.86862153327003e-05	0	0	0	0.000120521423286275	0	0	0.00252636642619847	0	0	0	0.000314081643174412	0	6.20636389075582e-06	0	0	8.3426725661467e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.26785806627523e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213680792799084	0	0	0	0	0	0	0
